scenario,id,confluence,name,parameterids,temporalparameter,streamdependency,streamtype,streamcontent,reviewstatus
DOC,NOTE: this is not a normal ID like other pages -- this is used within the coverage_model code and *must* be DICT###,Confluence reference,Canonical name of the parameter dictionary,Parameter Definition IDs,Temporal Domain Parameter Identifier,,,,
DOC:WARNING,,,r2deploy loads the BASE scenario from CSV files located in ion-definitions/res/preload/r2_ioc and NOT from this document or the one in TESTED_DOC. Please export changes to CSV files to change system bootstrap!,,,,,,
BETA,DICT15,,presf_tide_measurement,"PD7,PD10,PD11,PD12,PD16,PD93,PD94,PD29,PD742,PD863,PD891",PD7,,Science,Tide Measurement Data Products,
BETA,DICT16,,presf_operating_status,"PD7,PD10,PD11,PD12,PD16,PD113,PD312,PD93,PD115,PD116,PD117,PD118,PD119,PD120,PD121,PD122,PD123,PD124,PD126,PD127,PD128,PD129,PD130,PD131,PD132,PD133,PD134,PD135,PD136,PD137,PD138,PD139,PD140,PD141,PD142,PD143,PD144,PD156,PD157,PD863",PD7,,Engineering,Status Data,
BETA,DICT17,,presf_calibration_coefficients,"PD7,PD10,PD11,PD12,PD16,PD158,PD159,PD160,PD161,PD162,PD163,PD164,PD165,PD166,PD167,PD168,PD169,PD170,PD171,PD172,PD173,PD174,PD175,PD176,PD177,PD178,PD179,PD180,PD181,PD182,PD183,PD184,PD185,PD186,PD187,PD863",PD7,,Engineering,Calibration Data,
DOFST,DICT21,,do_fast_sample,"PD7,PD10,PD11,PD12,PD16,PD863,PD2310,PD3777",PD7,,Science,Data Products,
DOSTA,DICT22,,do_stable_sample,"PD7,PD10,PD11,PD12,PD16,PD863,PD197,PD964,PD835,PD836,PD14",PD7,,Science,Data Products,
"SP_TEST,CTD_CABLED",DICT23,,ctdbp_no_sample,"PD7,PD10,PD11,PD12,PD16,PD863,PD193,PD194,PD195,PD196,PD835,PD836,PD197,PD908,PD3647,PD3648,PD13,PD5,PD964,PD14,PD8099",PD7,,Science,Data Products,
"SP_TEST,CTD_CABLED",DICT24,,ctdbp_no_hardware,"PD7,PD10,PD11,PD12,PD16,PD863,PD312,PD113,PD293,PD259,PD295,PD261,PD297,PD257,PD258,PD212,PD116,PD2277,PD2278,PD2279,PD2280",PD7,,Engineering,Hardware Data,
"SP_TEST,CTD_CABLED",DICT25,,ctdbp_no_calibration_coefficients,"PD7,PD10,PD11,PD12,PD16,PD863,PD312,PD175,PD176,PD177,PD178,PD179,PD229,PD180,PD181,PD182,PD183,PD184,PD186,PD185,PD187,PD280,PD158,PD163,PD164,PD165,PD166,PD167,PD168,PD169,PD170,PD171,PD256,PD174,PD281,PD244,PD243,PD246,PD245,PD248,PD247,PD250,PD249,PD252,PD251,PD254,PD253,PD255,PD257,PD258",PD7,,Engineering,Calibration Data,
"SP_TEST,CTD_CABLED",DICT26,,ctdbp_no_status,"PD7,PD10,PD11,PD12,PD16,PD863,PD312,PD93,PD202,PD263,PD121,PD122,PD120,PD199,PD200,PD201,PD204,PD203,PD264,PD265,PD2293",PD7,,Engineering,Status Data,
"SP_TEST,CTD_CABLED",DICT27,,ctdbp_no_configuration,"PD7,PD10,PD11,PD12,PD16,PD863,PD312,PD211,PD218,PD219,PD220,PD221,PD222,PD223,PD213,PD215,PD216,PD217,PD224,PD267,PD225,PD2294,PD2295,PD2296,PD2297,PD2298,PD2299,PD2300",PD7,,Engineering,Configuration Data,
PARAD_A,DICT28,,parad_sa_sample,"PD7,PD10,PD11,PD12,PD16,PD863,PD312,PD28,PD188,PD15,PD192,PD191,PD27,PD189,PD190,PD8087,PD8088,PD8089,PD320,PD1144,PD438,PD437",PD7,,Science,Data Products,
PREST,DICT31,,prest_real_time,"PD7,PD10,PD11,PD12,PD16,PD73,PD74,PD93,PD94,PD29,PD863,PD891",PD7,,Science,Data Products,
PREST,DICT32,,prest_reference_oscillator,"PD7,PD10,PD11,PD12,PD16,PD268,PD269,PD73,PD74,PD93,PD271,PD272,PD273,PD270,PD863",PD7,,Engineering,Reference Oscillator Data,
PREST,DICT33,,prest_configuration_data,"PD7,PD10,PD11,PD12,PD16,PD274,PD312,PD275,PD276,PD277,PD278,PD279,PD280,PD158,PD159,PD160,PD161,PD162,PD163,PD164,PD165,PD166,PD167,PD168,PD169,PD170,PD171,PD174,PD281,PD282,PD283,PD284,PD285,PD286,PD863",PD7,,Engineering,Configuration Data,
PREST,DICT34,,prest_device_status,"PD7,PD10,PD11,PD12,PD16,PD274,PD312,PD288,PD121,PD73,PD289,PD290,PD863,PD2925",PD7,,Engineering,Device Status,
PREST,DICT35,,prest_event_counter,"PD7,PD10,PD11,PD12,PD16,PD274,PD312,PD299,PD300,PD302,PD303,PD304,PD305,PD307,PD308,PD309,PD298,PD2924,PD863",PD7,,Engineering,Event Counter Data,
PREST,DICT36,,prest_hardware_data,"PD7,PD10,PD11,PD12,PD16,PD274,PD312,PD291,PD113,PD293,PD294,PD295,PD296,PD297,PD863",PD7,,Engineering,Hardware Data,
PHSEN,DICT41,,phsen_control_record,"PD7,PD10,PD11,PD12,PD16,PD353,PD354,PD355,PD356,PD366,PD367,PD368,PD369,PD370,PD371,PD372,PD373,PD374,PD375,PD376,PD377,PD1113,PD1114,PD378,PD379,PD1115,PD1116,PD1117,PD333,PD863",PD7,,Engineering,Record Control Data,ready for review
PCO2W_B,DICT43,,pco2w_b_dev1_data_record,"PD7,PD10,PD11,PD12,PD16,PD353,PD354,PD355,PD356,PD333,PD863",PD7,,Engineering,Record Data,ready for review
PCO2W_A,DICT44,,pco2w_a_regular_status,"PD7,PD10,PD11,PD12,PD16,PD365,PD366,PD367,PD368,PD369,PD370,PD371,PD372,PD373,PD374,PD375,PD376,PD377,PD1113,PD1114,PD378,PD379,PD1115,PD1116,PD1117,PD863,PD353",PD7,,Engineering,Status Data,ready for review
PCO2W_A,DICT45,,pco2w_a_configuration,"PD7,PD10,PD11,PD12,PD16,PD380,PD381,PD382,PD383,PD384,PD385,PD386,PD387,PD388,PD389,PD390,PD391,PD392,PD393,PD394,PD395,PD396,PD397,PD398,PD399,PD400,PD401,PD402,PD403,PD404,PD405,PD406,PD407,PD408,PD409,PD410,PD411,PD412,PD413,PD414,PD415,PD416,PD417,PD418,PD925,PD863",PD7,,Engineering,Configuration Data,ready for review
TRHPH_A,DICT47,,trhph_sample,"PD7,PD10,PD11,PD12,PD16,PD421,PD422,PD423,PD424,PD425,PD426,PD427,PD428,PD429,PD430,PD431,PD432,PD863,PD965,PD966,PD967,PD2623",PD7,,Science,Data Products,
VEL3D_C,DICT56,,vel3d_cd_hardware_configuration,"PD7,PD10,PD11,PD12,PD16,PD863,PD461,PD462,PD463,PD464,PD465,PD466,PD467,PD468,PD113",PD7,,Engineering,Hardware Configuration Data,
VEL3D_C,DICT57,,vel3d_cd_head_configuration,"PD7,PD10,PD11,PD12,PD16,PD863,PD470,PD471,PD472,PD473,PD474,PD475,PD476,PD477,PD478",PD7,,Engineering,Header Configuration Data,
VEL3D_C,DICT58,,vel3d_cd_user_configuration,"PD7,PD10,PD11,PD12,PD16,PD863,PD479,PD480,PD481,PD482,PD483,PD484,PD485,PD478,PD487,PD488,PD489,PD490,PD491,PD492,PD493,PD494,PD495,PD496,PD497,PD498,PD499,PD500,PD501,PD502,PD503,PD504,PD505,PD506,PD507,PD508,PD509,PD510,PD511,PD512,PD513,PD514,PD515,PD516,PD517,PD518,PD519,PD520,PD521,PD522,PD523,PD524,PD526,PD525,PD527,PD528,PD529,PD530,PD531,PD532,PD533,PD1088,PD534",PD7,,Engineering,Configuration Data,
"OPTAA,OPTAA_CD",DICT61,OPTAA,optaa_sample,"PD7,PD10,PD11,PD12,PD16,PD19,PD20,PD863,PD583,PD584,PD585,PD312,PD586,PD587,PD588,PD589,PD590,PD591,PD592,PD593,PD594,PD595,PD596,PD597,PD598,PD743,PD8080,PD8081,PD8082",PD7,,Science,Data Products,ready for review
"OPTAA,OPTAA_CD",DICT62,OPTAA,optaa_status,"PD7,PD10,PD11,PD12,PD16,PD863,PD113,PD293,PD600,PD601,PD602",PD7,,Engineering,Status Data,ready for review
BETA,DICT64,,tmpsf_sample,"PD7,PD10,PD11,PD12,PD16,PD863,PD77,PD312,PD432,PD2713,PD2714,PD2715,PD2716,PD2717,PD2718,PD2719,PD2720,PD2721,PD2722,PD2723,PD2724,PD2725,PD2726,PD2727,PD2728,PD2729,PD2730,PD2731,PD2732,PD2733,PD2734,PD2735,PD2736",PD7,,Science,Data Products,
BETA,DICT65,,tmpsf_engineering,"PD7,PD10,PD11,PD12,PD16,PD604,PD432,PD863",PD7,,Engineering,Engineering Data,
"BETA,VEL3D_B",DICT67,,vel3d_b_sample,"PD7,PD10,PD11,PD12,PD16,PD93,PD535,PD536,PD537,PD538,PD539,PD540,PD541,PD440,PD542,PD543,PD437,PD438,PD878,PD879,PD880,PD863",PD7,,Science,Data Products,ready for review
"BETA,VEL3D_B",DICT68,,vel3d_b_engineering,"PD7,PD10,PD11,PD12,PD16,PD969,PD970,PD971,PD972,PD973,PD974,PD975,PD976,PD977,PD978,PD979,PD980,PD738,PD739,PD981,PD982,PD983,PD984,PD741,PD863",PD7,,Engineering,Engineering Data,ready for review
"CW_TEST,ADCPT_DE,ADCPS_IK",DICT70,,adcp_pd0_earth_parsed,"PD698,PD654,PD655,PD656,PD657,PD650,PD651,PD652,PD653,PD709,PD658,PD659,PD728,PD729,PD724,PD725,PD726,PD727,PD720,PD721,PD722,PD723,PD621,PD620,PD623,PD622,PD625,PD624,PD627,PD626,PD629,PD628,PD710,PD719,PD718,PD632,PD633,PD630,PD631,PD636,PD637,PD634,PD635,PD638,PD639,PD743,PD701,PD609,PD608,PD607,PD606,PD605,PD687,PD686,PD685,PD684,PD683,PD682,PD681,PD680,PD689,PD688,PD12,PD11,PD10,PD16,PD618,PD619,PD711,PD610,PD611,PD612,PD613,PD614,PD615,PD616,PD617,PD690,PD691,PD692,PD693,PD694,PD695,PD696,PD697,PD7,PD699,PD731,PD648,PD715,PD714,PD717,PD716,PD669,PD668,PD713,PD664,PD667,PD666,PD312,PD660,PD663,PD662,PD708,PD785,PD706,PD707,PD704,PD705,PD702,PD703,PD678,PD679,PD676,PD677,PD674,PD675,PD672,PD673,PD670,PD671,PD730,PD732,PD649,PD877,PD700,PD643,PD642,PD641,PD640,PD647,PD646,PD645,PD644,PD2769,PD2770,PD2771,PD2772,PD863,PD8090",PD7,,Science,Data Products,ready for review
CW_TEST,DICT71,,adcp_pd12_parsed,"PD7,PD10,PD11,PD12,PD16,PD863,PD784,PD607,PD664,PD312,PD611,PD612,PD877,PD785,PD672,PD673,PD674,PD676,PD710,PD788,PD789,PD790,PD791,PD792,PD793,PD794,PD714,PD715,PD716,PD717,PD743,PD8090",PD7,,Science,Data Products,ready for review
CW_TEST,DICT72,,adcp_waves_parsed,"PD7,PD10,PD11,PD12,PD16,PD863,PD744,PD745,PD608,PD747,PD748,PD749,PD750,PD751,PD752,PD753,PD754,PD755,PD651,PD757,PD758,PD759,PD877,PD760,PD761,PD312,PD676,PD764,PD765,PD766,PD710,PD768,PD769,PD770,PD672,PD673,PD674,PD774,PD775,PD776,PD777,PD778,PD779,PD780,PD781,PD782,PD783,PD743,PD8090",PD7,,Science,Data Products,ready for review
"CW_TEST,ADCPT_DE,ADCPS_IK,VADCP_A",DICT73,,adcp_compass_calibration,"PD7,PD10,PD11,PD12,PD16,PD863,PD795,PD796,PD797,PD798,PD799,PD800,PD801,PD802,PD881,PD803,PD804,PD805,PD806",PD7,,Engineering,Compass Calibration Data,ready for review
"CW_TEST,ADCPT_DE,ADCPS_IK,VADCP_A",DICT74,,adcp_system_configuration,"PD7,PD10,PD11,PD12,PD16,PD863,PD312,PD807,PD808,PD809,PD662,PD811,PD812,PD813,PD814,PD815,PD816,PD817,PD818,PD819,PD820,PD821,PD822,PD823,PD824,PD825,PD826,PD827,PD828",PD7,,Engineering,System Configuration Data,ready for review
VEL3D_C,DICT75,,vel3d_cd_data_header,"PD7,PD10,PD11,PD12,PD16,PD863,PD93,PD571,PD572,PD573,PD574,PD575,PD576,PD577",PD7,,Engineering,Header Data,
VEL3D_C,DICT76,,vel3d_cd_velocity_data,"PD7,PD10,PD11,PD12,PD16,PD863,PD547,PD548,PD3249,PD550,PD551,PD552,PD553,PD554,PD555,PD556,PD557,PD558,PD559,PD1085,PD1086,PD1087,PD8091",PD7,,Science,Data Products,
VEL3D_C,DICT77,,vel3d_cd_system_data,"PD7,PD10,PD11,PD12,PD16,PD863,PD93,PD567,PD568,PD569,PD3242,PD3243,PD3244,PD3246,PD3245,PD3247",PD7,,Engineering,System Data,
VEL3D_C,DICT78,,vel3d_clock_data,"PD7,PD10,PD11,PD12,PD16,PD863,PD829",PD7,,Engineering,Clock Data,
VEL3D_C,DICT79,,vel3d_cd_battery_voltage,"PD7,PD10,PD11,PD12,PD16,PD863,PD831",PD7,,Engineering,Battery Voltage Data,
VEL3D_C,DICT80,,vel3d_cd_identification_string,"PD7,PD10,PD11,PD12,PD16,PD863,PD832",PD7,,Engineering,String Identification Data,
BETA,DICT84,,presf_wave_burst,"PD7,PD10,PD11,PD12,PD16,PD93,PD96,PD833,PD863",PD7,,Science,Wave Burst Data Products,ready for review
BETA,DICT85,,presf_wave_statistics,"PD7,PD10,PD11,PD12,PD16,PD97,PD98,PD99,PD100,PD101,PD102,PD103,PD104,PD105,PD106,PD107,PD108,PD109,PD110,PD111,PD112,PD863",PD7,,Science,Wave Statistics Data Products,ready for review
"SP_TEST,BOTPT",DICT87,,botpt_nano_sample,"PD7,PD10,PD11,PD12,PD16,PD93,PD837,PD838,PD848,PD843,PD863",PD7,,Science,NANO Sensor Data Products,
"SP_TEST,BOTPT",DICT88,,botpt_lily_sample,"PD7,PD10,PD11,PD12,PD16,PD837,PD93,PD839,PD840,PD841,PD849,PD842,PD312,PD863,PD1133,PD1134,PD1135",PD7,,Science,LILY Sensor Data Products,
"SP_TEST,BOTPT",DICT89,,botpt_iris_sample,"PD7,PD10,PD11,PD12,PD16,PD837,PD93,PD846,PD847,PD850,PD312,PD863",PD7,,Science,IRIS Sensor Data Products,
"SP_TEST,BOTPT",DICT90,,botpt_heat_sample,"PD7,PD10,PD11,PD12,PD16,PD837,PD93,PD844,PD845,PD863,PD851",PD7,,Science,HEAT Sensor Data Products,
"CW_TEST,ADCPT_DE,ADCPS_IK,VADCP_A",DICT108,,adcp_pd0_beam_parsed,"PD7,PD863,PD698,PD654,PD655,PD656,PD657,PD650,PD651,PD652,PD653,PD709,PD658,PD659,PD728,PD724,PD725,PD726,PD727,PD720,PD721,PD722,PD723,PD621,PD620,PD623,PD622,PD625,PD624,PD627,PD626,PD629,PD628,PD710,PD719,PD718,PD632,PD633,PD630,PD631,PD636,PD637,PD634,PD635,PD638,PD639,PD743,PD701,PD609,PD608,PD607,PD606,PD605,PD687,PD686,PD685,PD684,PD683,PD682,PD681,PD680,PD689,PD688,PD12,PD11,PD10,PD16,PD618,PD619,PD711,PD610,PD611,PD612,PD613,PD614,PD615,PD616,PD617,PD690,PD691,PD692,PD693,PD694,PD695,PD696,PD697,PD699,PD876,PD648,PD871,PD669,PD668,PD713,PD664,PD667,PD666,PD312,PD660,PD663,PD662,PD708,PD785,PD706,PD707,PD704,PD705,PD702,PD703,PD678,PD679,PD676,PD677,PD674,PD675,PD672,PD673,PD670,PD671,PD869,PD874,PD875,PD649,PD877,PD870,PD700,PD872,PD873,PD643,PD642,PD641,PD640,PD647,PD646,PD645,PD644,PD902,PD903,PD904,PD905,PD2769,PD2770,PD2771,PD2772,PD8090",PD7,,Science,Data Products,ready for review
PCO2W_A,DICT111,,pco2w_a_control_record,"PD7,PD10,PD11,PD12,PD16,PD353,PD354,PD355,PD356,PD366,PD367,PD368,PD369,PD370,PD371,PD372,PD373,PD374,PD375,PD376,PD377,PD1113,PD1114,PD378,PD379,PD1115,PD1116,PD1117,PD333,PD863",PD7,,Engineering,Record Control Data,ready for review
SP_MFLM,DICT112,,phsen_data_record,"PD7,PD10,PD11,PD12,PD16,PD353,PD354,PD355,PD356,PD932,PD933,PD358,PD935,PD333,PD936,PD937,PD938,PD939,PD2636,PD2708,PD863",PD7,,Science,Data Products,ready for review
PHSEN,DICT114,,phsen_regular_status,"PD7,PD10,PD11,PD12,PD16,PD365,PD366,PD367,PD368,PD369,PD370,PD371,PD372,PD373,PD374,PD375,PD376,PD377,PD1113,PD1114,PD378,PD379,PD1115,PD1116,PD1117,PD353,PD863",PD7,,Engineering,Status Data,ready for review
PHSEN,DICT115,,phsen_configuration,"PD7,PD10,PD11,PD12,PD16,PD380,PD381,PD382,PD383,PD384,PD385,PD386,PD387,PD388,PD389,PD390,PD391,PD392,PD393,PD394,PD395,PD396,PD397,PD398,PD399,PD400,PD401,PD402,PD403,PD404,PD405,PD406,PD407,PD408,PD409,PD1119,PD1120,PD1121,PD1122,PD1123,PD1124,PD1125,PD1126,PD1127,PD1128,PD1129,PD1130,PD1131,PD1132,PD863",PD7,,Engineering,Configuration Data,ready for review
"CW_TEST,PCO2A_A_DCL",DICT121,,pco2a_a_dcl_instrument_air,"PD7,PD10,PD11,PD12,PD16,PD93,PD842,PD992,PD993,PD994,PD996,PD997,PD998,PD999,PD1000,PD1001,PD1002,PD2605,PD2805,PD863",PD7,,Science,In-Air Data Products,
"CW_TEST,PCO2A_A_DCL",DICT122,,pco2a_a_dcl_instrument_water,"PD7,PD10,PD11,PD12,PD16,PD93,PD842,PD992,PD993,PD995,PD996,PD997,PD998,PD999,PD1000,PD1001,PD1003,PD2605,PD2805,PD863",PD7,,Science,In-Water Data Products,
SP_TEST,DICT124,,metbk_sample,"PD7,PD1556,PD1557,PD10,PD11,PD12,PD16,PD1051,PD1052,PD1053,PD1054,PD1055,PD1056,PD1057,PD1058,PD1059,PD1060,PD1072,PD1073,PD1074,PD863",PD7,,Science,Data Products,
SP_TEST,DICT125,,metbk_status,"PD7,PD10,PD11,PD12,PD16,PD1061,PD312,PD1062,PD113,PD93,PD1063,PD1064,PD1065,PD1066,PD121,PD1070,PD1067,PD1068,PD1069,PD1071,PD863",PD7,,Engineering,Status Data,
"SP_TEST,RASFL_A",DICT126,,rasfl_sample_result,"PD7,PD10,PD11,PD12,PD16,PD1075,PD1076,PD1077,PD1078,PD1079,PD1080,PD1081,PD1082,PD1083,PD93,PD432,PD1084,PD863",PD7,,Engineering,Pump Status,
"SP_TEST,D1000",DICT128,,d1000_sample,"PD7,PD10,PD11,PD12,PD16,PD1048,PD1049,PD1050,PD863",PD7,,Science,Data Products,
PPSDN_A,DICT129,,ppsdn_sample_result,"PD7,PD10,PD11,PD12,PD16,PD1075,PD1076,PD1077,PD1078,PD1079,PD1080,PD1081,PD1082,PD1083,PD93,PD432,PD1084,PD863",PD7,,Engineering,Pump Status,
SPKIR_A,DICT131,,spkir_data_record,"PD7,PD10,PD11,PD12,PD16,PD863,PD1089,PD312,PD1091,PD1092,PD1093,PD1100,PD1101,PD1102,PD1103,PD333,PD2645",PD7,,Science,Data Products,
FLORT_D,DICT133,,flort_d_data_record,"PD7,PD10,PD11,PD12,PD16,PD21,PD22,PD23,PD24,PD25,PD1136,PD1137,PD1138,PD1139,PD1140,PD1141,PD1142,PD1143,PD1144,PD1145,PD1146,PD1147,PD1148,PD1149,PD1150,PD863",PD7,,Science,Data Products,"DEPRECATED PARAMETERS-PD1136,PD1137"
SP_MFLM,DICT152,,phsen_parsed,"PD7,PD10,PD11,PD12,PD16,PD863,PD353,PD354,PD355,PD1559,PD932,PD933,PD357,PD358,PD935,PD333,PD936,PD937,PD938,PD939",PD7,,Science,Data Products,
CTDPF_CKL_CSTL,DICT153,,ctdpf_ckl_wfp_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD194,PD193,PD195,PD1959,PD1960,PD1961,PD13,PD5,PD8092",PD7,,Science,Data Products,
CTDPF_CKL_CSTL,DICT154,,ctdpf_ckl_wfp_metadata,"PD7,PD10,PD11,PD12,PD16,PD863,PD1574,PD1575,PD1577",PD7,,Engineering,Metadata,
DOFST_K_CSTL,DICT155,,dofst_k_wfp_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD1964,PD1965",PD7,,Science,Data Products,
DOFST_K_CSTL,DICT156,,dofst_k_wfp_metadata,"PD7,PD10,PD11,PD12,PD16,PD863,PD1574,PD1575,PD1577",PD7,,Engineering,Metadata,
PARAD_K,DICT158,,parad_k__stc_imodem_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD1622,PD1578,PD1657,PD2606",PD7,,Science,Data Products,
WFC_ENG,DICT159,,wfp_eng_stc_imodem_status,"PD7,PD10,PD11,PD12,PD16,PD863,PD1581,PD1582,PD1583,PD1584,PD1585",PD7,,Engineering,Status Data,
WFC_ENG,DICT160,,wfp_eng_stc_imodem_engineering,"PD7,PD10,PD11,PD12,PD16,PD863,PD1622,PD1586,PD1587,PD1588",PD7,,Engineering,Engineering Data,
CG_STC_ENG_CSTL,DICT161,,rte_o_dcl_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD1658,PD1589,PD1590,PD1591,PD1592,PD1593,PD1594",PD7,,Engineering,Radar Target Enhancer Data,
CG_STC_ENG_CSTL,DICT162,,mopak_o_dcl_accel,"PD7,PD10,PD11,PD12,PD16,PD863,PD1595,PD1596,PD1597,PD1598,PD1599,PD1600,PD1601,PD1602,PD1603,PD1604",PD7,,Engineering,Accelerometer Data,
CG_STC_ENG_CSTL,DICT163,,mopak_o_dcl_rate,"PD7,PD10,PD11,PD12,PD16,PD863,PD1605,PD1606,PD1607,PD1598,PD1599,PD1600,PD1604",PD7,,Engineering,Rate Data,
VEL3D_K_CSTL,DICT164,,vel3d_k_wfp_stc_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD829,PD1608,PD1609,PD1610,PD1611,PD3223,PD2010,PD1612,PD1613,PD1614,PD1615,PD1616,PD1617,PD1618,PD3233,PD3234,PD3235",PD7,,Science,Data Products,
VEL3D_K_CSTL,DICT165,,vel3d_k_wfp_stc_metadata,"PD7,PD10,PD11,PD12,PD16,PD863,PD1619,PD1620,PD1621",PD7,,Engineering,Metadata,
ADCPSL_CSTL_FIX01,DICT167,,adcps_jln_stc_metadata,"PD7,PD10,PD11,PD12,PD16,PD863,PD1646,PD1647,PD312,PD1649,PD1650,PD1651,PD1652,PD1653",PD7,,Engineering,Metadata,
WFC_ENG,DICT168,,wfp_eng_stc_imodem_start_time,"PD7,PD10,PD11,PD12,PD16,PD863,PD1579,PD1580",PD7,,Engineering,Start Time Data,
VEL3D_K_WFP_RECOVERED,DICT170,,vel3d_k_wfp_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD1989,PD1990,PD1991,PD1992,PD829,PD1993,PD1994,PD1608,PD1995,PD1609,PD1610,PD1611,PD1996,PD1997,PD1998,PD1999,PD2000,PD2001,PD2002,PD2003,PD2004,PD2005,PD2006,PD2007,PD2008,PD2009,PD2010,PD2011,PD1612,PD2012,PD1613,PD1614,PD1615,PD1616,PD1617,PD1618,PD2013,PD2014,PD2015,PD3233,PD3234,PD3235",PD7,,Science,Data Products,
CTDGV_M_GLDR_CSTL,DICT171,,ctdgv_m_glider_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD1402,PD1401,PD1495,PD1494,PD1476,PD1526,PD1527,PD1528,PD13,PD2749,PD3837,PD8096",PD7,,Science,Data Products,
DOSTA_M_GLDR_CSTL,DICT172,,dosta_abcdjm_glider_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD1402,PD1401,PD1495,PD1494,PD1516,PD1518,PD2750",PD7,,Science,Data Products,
DOSTA_M_GLDR_CSTL,DICT173,,dosta_abcdjm_glider_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD1402,PD1401,PD1495,PD1494,PD1516,PD1518,PD1521,PD1510,PD1511,PD1512,PD1513,PD1514,PD1517,PD1519,PD1520,PD2750",PD7,,Science,Data Products,
FLORT_M_SAMPLE,DICT169,,flort_m_sample,"PD7,PD10,PD11,PD12,PD16,PD21,PD25,PD863,PD1402,PD1401,PD1495,PD1494,PD1488,PD1477,PD1478,PD1479,PD1480,PD1481,PD1482,PD1483,PD1484,PD1485,PD1487",PD7,,Science,Data Products,
PARAD_M_GLDR_CSTL,DICT177,,parad_m_glider_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD1402,PD1401,PD1495,PD1494,PD1470,PD7986",PD7,,Science,Data Products,
PARAD_M_GLDR_CSTL,DICT178,,parad_m_glider_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD1402,PD1401,PD1495,PD1494,PD1470,PD1471,PD1472,PD1473,PD7986",PD7,,Science,Data Products,
ENG_M_GLDR_CSTL,DICT179,,glider_eng_telemetered,"PD7,PD10,PD11,PD12,PD16,PD863,PD1402,PD1401,PD1382,PD1391,PD1216,PD1215,PD1219,PD1220,PD1222,PD1224,PD1226,PD1227,PD1231,PD1234,PD1252,PD1255,PD1257,PD1270,PD1272,PD1273,PD1276,PD1289,PD1317,PD1359,PD1387,PD1398,PD1403,PD1417,PD1407,PD1409,PD1448,PD1458,PD1461,PD1462",PD7,,Engineering,Engineering Data,
