scenario,id,confluence,name,parameterids,temporalparameter,streamdependency,streamtype,streamcontent,reviewstatus
PCO2W_A,DICT366,,pco2w_a_thermistor_voltage,"PD7,PD10,PD11,PD12,PD16,PD863,PD2062",PD7,,Engineering,Thermistor Voltage Data,
PCO2W_A,DICT367,,pco2w_a_battery_voltage,"PD7,PD10,PD11,PD12,PD16,PD863,PD2061",PD7,,Engineering,Battery Voltage Data,
PARAD_A,DICT368,,parad_sa_config,"PD7,PD10,PD11,PD12,PD16,PD312,PD2637,PD2638,PD2639,PD2640,PD863",PD7,,Engineering,Configuration Data,
VADCP_A,DICT370,,vadcp_4beam_system_configuration,"PD7,PD10,PD11,PD12,PD16,PD863,PD312,PD807,PD808,PD809,PD662,PD811,PD812,PD813,PD814,PD815,PD816,PD817,PD818,PD819,PD820,PD821,PD822,PD823,PD824,PD825,PD826,PD827,PD828",PD7,,Engineering,Engineering Data,
VADCP_A,DICT371,,vadcp_5thbeam_system_configuration,"PD7,PD10,PD11,PD12,PD16,PD863,PD312,PD807,PD808,PD809,PD662,PD811,PD812,PD813,PD814,PD815,PD816,PD817,PD818,PD819,PD820,PD821,PD822,PD823,PD824,PD825,PD826,PD827,PD828",PD7,,Engineering,Engineering Data,
VADCP_A,DICT372,,vadcp_ancillary_system_data,"PD7,PD10,PD11,PD12,PD16,PD863,PD2180,PD2181,PD2182",PD7,,Engineering,Engineering Data,
VADCP_A,DICT373,,vadcp_transmit_path,"PD7,PD10,PD11,PD12,PD16,PD863,PD2183,PD2184,PD2185,PD2186",PD7,,Engineering,Engineering Data,
CTDGV_M_GLDR_CSTL,DICT376,,ctdgv_m_glider_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD1402,PD1401,PD1495,PD1494,PD1476,PD1526,PD1527,PD1528,PD13,PD2749,PD3837,PD8096",PD7,,Science,Data Products,
FLORD_M_GLDR_GBL,DICT377,,flord_m_glider_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD21,PD25,PD863,PD1402,PD1401,PD1495,PD1494,PD2751,PD2752,PD2753,PD1537,PD2754,PD2755,PD1538,PD2756",PD7,,Science,Data Products,
CAMDS_B,DICT379,,camds_image_metadata,"PD7,PD10,PD11,PD12,PD16,PD863,PD2659,PD2660,PD2661,PD2662,PD2663,PD2664,PD2665,PD2666,PD3808,PD8052",PD7,,Engineering,Image Metadata,
CAMDS_B,DICT380,,camds_health_status,"PD7,PD10,PD11,PD12,PD16,PD863,PD2667,PD2668,PD2669",PD7,,Engineering,Health Status Data,
CAMDS_B,DICT381,,camds_disk_status,"PD7,PD10,PD11,PD12,PD16,PD863,PD2670,PD2671,PD2672,PD2673",PD7,,Engineering,Disk Status Data,
ZPLSC_B,DICT382,,zplsc_status,"PD7,PD10,PD11,PD12,PD16,PD863,PD2674,PD2675,PD2676,PD2677,PD2678,PD2679,PD2680,PD2681,PD2682,PD2683,PD2684,PD2685,PD2686,PD2687,PD2688,PD2689,PD2690,PD2691,PD2692,PD2693,PD2694,PD2695,PD2696,PD2697,PD2698,PD2699,PD2700,PD2701,PD2702,PD2703,PD2704,PD2705",PD7,,Engineering,Status Data,
VADCP_A,DICT383,,vadcp_pd0_beam_parsed,"PD7,PD10,PD11,PD12,PD16,PD863,PD698,PD654,PD655,PD656,PD657,PD650,PD651,PD652,PD653,PD709,PD658,PD659,PD728,PD724,PD725,PD726,PD727,PD720,PD721,PD722,PD723,PD621,PD620,PD623,PD622,PD625,PD624,PD627,PD626,PD629,PD628,PD710,PD719,PD718,PD632,PD633,PD630,PD631,PD636,PD637,PD634,PD635,PD638,PD639,PD743,PD701,PD609,PD608,PD607,PD606,PD605,PD687,PD686,PD685,PD684,PD683,PD682,PD681,PD680,PD689,PD688,PD618,PD619,PD711,PD610,PD611,PD612,PD613,PD614,PD615,PD616,PD617,PD690,PD691,PD692,PD693,PD694,PD695,PD696,PD697,PD699,PD876,PD648,PD871,PD669,PD668,PD713,PD664,PD667,PD666,PD312,PD660,PD663,PD662,PD708,PD785,PD706,PD707,PD704,PD705,PD702,PD703,PD678,PD679,PD676,PD677,PD674,PD675,PD672,PD673,PD670,PD671,PD869,PD874,PD875,PD649,PD877,PD870,PD700,PD872,PD873,PD643,PD642,PD641,PD640,PD647,PD646,PD645,PD644,PD2653,PD2654,PD2655,PD2656,PD2657,PD2769,PD2770,PD2771,PD2772,PD8090",PD7,,Science,Data Products,ready for review
PCO2W_A,DICT384,,pco2w_a_sami_data_record,"PD7,PD10,PD11,PD12,PD16,PD353,PD354,PD355,PD356,PD357,PD358,PD359,PD333,PD863,PD926,PD927,PD930,PD931",PD7,,Science,Data Products,
PCO2W_B,DICT385,,pco2w_b_sami_data_record,"PD7,PD10,PD11,PD12,PD16,PD353,PD354,PD355,PD356,PD357,PD358,PD359,PD333,PD863,PD926,PD927,PD930,PD931",PD7,,Science,Data Products,
CTDPF_CKL_CSTL,DICT386,,ctdpf_ckl_wfp_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD194,PD193,PD195,PD1959,PD1960,PD1961,PD13,PD5,PD8092",PD7,,Science,Data Products,
CTDPF_CKL_CSTL,DICT387,,ctdpf_ckl_wfp_metadata_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD1574,PD1575,PD1577",PD7,,Engineering,Metadata,
DOFST_K_CSTL,DICT388,,dofst_k_wfp_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD1964,PD1965",PD7,,Science,Data Products,
DOFST_K_CSTL,DICT389,,dofst_k_wfp_metadata_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD1574,PD1575,PD1577",PD7,,Engineering,Metadata,
PARAD_K,DICT390,,parad_k__stc_imodem_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD1622,PD1578,PD1657,PD2606",PD7,,Science,Data Products,
WFC_ENG,DICT391,,wfp_eng_stc_imodem_start_time_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD1579,PD1580",PD7,,Engineering,Start Time Data,
WFC_ENG,DICT392,,wfp_eng__stc_imodem_status_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD1581,PD1582,PD1583,PD1584,PD1585",PD7,,Engineering,Status Data,
WFC_ENG,DICT393,,wfp_eng_stc_imodem_engineering_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD1622,PD1586,PD1587,PD1588",PD7,,Engineering,Engineering Data,
CG_STC_ENG_CSTL,DICT395,,cg_stc_eng_stc_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD1659,PD1660,PD1661,PD1662,PD1663,PD1664,PD1665,PD1666,PD1667,PD1668,PD1669,PD1670,PD1671,PD1672,PD1673,PD1674,PD1675,PD1676,PD1677,PD1678,PD1679,PD1680,PD1681,PD1682,PD1683,PD1684,PD1685,PD1686,PD1687,PD1688,PD1689,PD1690,PD1691,PD1692,PD1693,PD1694,PD1695,PD1696,PD1697,PD1698,PD1699,PD1700,PD1701,PD1702,PD1703,PD1704,PD1705,PD1706,PD1707,PD1708,PD1709,PD1710,PD1711,PD1712,PD1713,PD1714,PD1715,PD1716,PD1717,PD1718,PD1719,PD1720,PD1721,PD1722,PD1723,PD1724,PD1725,PD1726,PD1727,PD1728,PD1729,PD1730,PD1731,PD1732,PD1733,PD1734,PD1735,PD1736,PD1737,PD1738,PD1739,PD1740,PD1741,PD1742,PD1743,PD1744,PD1745,PD1746,PD1747,PD1748,PD1749,PD1750,PD1751,PD1752,PD1753,PD1754,PD1755,PD1756,PD1757,PD1758,PD1759,PD1760,PD1761,PD1762,PD1763,PD1764,PD1765,PD1766,PD1767,PD1768,PD1769,PD1770,PD1771,PD1772,PD1773,PD1774,PD1775,PD1776,PD1777,PD1778,PD1779,PD1780,PD1781,PD1782,PD1783,PD1784,PD1785,PD1786,PD1787,PD1788,PD1789,PD1790,PD1791,PD1792,PD1793,PD1794,PD1795,PD1796,PD1797,PD1798,PD1799,PD1800,PD1801,PD1802,PD1803,PD1804,PD1805,PD1806,PD1807,PD1808,PD1809,PD1810,PD1811,PD1812,PD1813,PD1814,PD1815,PD1816,PD1817,PD1818,PD1819,PD1820,PD1821,PD1822,PD1823,PD1824,PD1825,PD1826,PD1827,PD1828,PD1829,PD1830,PD1831,PD1832,PD1833,PD1834,PD1835,PD1836,PD1837,PD1838,PD1839,PD1840,PD1841,PD1842,PD1843,PD1844,PD1845,PD1846,PD1847,PD1848,PD1849,PD1850,PD1851,PD1852,PD1853,PD1854,PD1855,PD1856,PD1857,PD1858,PD1859,PD1860,PD1861,PD1862,PD1863,PD1864,PD1865,PD1866,PD1867,PD1868,PD1869,PD1870,PD1871,PD1872,PD1873,PD1874,PD1875,PD1876,PD1877,PD1878,PD1879,PD1880,PD1881,PD1882,PD1883,PD1884,PD1885,PD1886,PD1887,PD1888,PD1889,PD1890,PD1891,PD1892,PD1893,PD1894,PD1895,PD1896,PD1897,PD1898,PD1899,PD1900,PD1901,PD1902,PD1903,PD1904,PD1905,PD1906,PD1907,PD1908,PD1909,PD1910,PD1911,PD1912,PD1913,PD1914,PD1915,PD1916,PD1917,PD1918,PD1919,PD1920,PD1921,PD1922,PD1923,PD1924,PD1925,PD1926,PD1927,PD1928,PD1929,PD1930,PD1931,PD1932,PD1933,PD1934,PD1935,PD1936,PD1937,PD1938,PD1939,PD1940,PD1941,PD1942,PD1943,PD1944,PD1945,PD1946,PD1947,PD1948,PD1949,PD1950,PD1951,PD1952,PD1953,PD1954,PD1955,PD1956,PD1957,PD1958,PD1973,PD1974,PD1975,PD1976,PD1977,PD1978,PD1979,PD1980",PD7,,Engineering,Status Data,
CG_STC_ENG_CSTL,DICT396,,mopak_o_dcl_accel_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD1595,PD1596,PD1597,PD1598,PD1599,PD1600,PD1601,PD1602,PD1603,PD1604",PD7,,Engineering,Accelerometer Data,
CG_STC_ENG_CSTL,DICT397,,mopak_o_dcl_rate_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD1605,PD1606,PD1607,PD1598,PD1599,PD1600,PD1604",PD7,,Engineering,Rate Data,
CG_STC_ENG_CSTL,DICT398,,rte_o_dcl_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD1658,PD1589,PD1590,PD1591,PD1592,PD1593,PD1594",PD7,,Engineering,Radar Target Enhancer Data,
NUTNR_B_DCL_FULL,DICT399,,nutnr_b_dcl_full_instrument,"PD7,PD10,PD11,PD12,PD16,PD18,PD863,PD2605,PD310,PD311,PD312,PD313,PD314,PD315,PD316,PD317,PD318,PD319,PD320,PD321,PD322,PD347,PD324,PD325,PD326,PD327,PD328,PD329,PD330,PD331,PD332",PD7,,Science,Data Products,
NUTNR_B_DCL_FULL,DICT400,,nutnr_b_dcl_full_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD18,PD863,PD2605,PD310,PD311,PD312,PD313,PD314,PD315,PD316,PD317,PD318,PD319,PD320,PD321,PD322,PD347,PD324,PD325,PD326,PD327,PD328,PD329,PD330,PD331,PD332",PD7,,Science,Data Products,
NUTNR_B_DCL_FULL,DICT401,,nutnr_b_dcl_full_metadata,"PD7,PD10,PD11,PD12,PD16,PD863,PD312,PD334,PD348,PD349,PD350,PD351,PD352,PD2605",PD7,,Engineering,Metadata,
NUTNR_B_DCL_FULL,DICT402,,nutnr_b_dcl_full_metadata_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD312,PD334,PD348,PD349,PD350,PD351,PD352,PD2605",PD7,,Engineering,Metadata,
PCO2W_A,DICT403,,pco2w_a_sami_data_record_cal,"PD7,PD10,PD11,PD12,PD16,PD353,PD354,PD355,PD356,PD357,PD358,PD359,PD333,PD863,PD3778,PD3779",PD7,,Engineering,Calibration Data,
PCO2W_B,DICT404,,pco2w_b_sami_data_record_cal,"PD7,PD10,PD11,PD12,PD16,PD353,PD354,PD355,PD356,PD357,PD358,PD359,PD333,PD863,PD3788,PD3789",PD7,,Engineering,Calibration Data,
WFC_ENG,DICT405,,wfp_eng_stc_imodem_status_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD1581,PD1582,PD1583,PD1584,PD1585",PD7,,Engineering,Status Data,
METBK_A_DCL,DICT408,,metbk_a_dcl_instrument,"PD7,PD10,PD11,PD12,PD16,PD17,PD863,PD1051,PD1052,PD1053,PD1054,PD1055,PD1056,PD1057,PD1058,PD1059,PD1060,PD2605,PD3067,PD3068,PD3069,PD3070,PD3071,PD3072,PD3073,PD3075,PD3077,PD3078,PD8054,PD8055,PD8056,PD8057",PD7,,Science,Data Products,
METBK_A_DCL,DICT409,,metbk_a_dcl_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD17,PD863,PD1051,PD1052,PD1053,PD1054,PD1055,PD1056,PD1057,PD1058,PD1059,PD1060,PD2605,PD3067,PD3068,PD3069,PD3070,PD3071,PD3072,PD3073,PD3075,PD3077,PD3078,PD8054,PD8055,PD8056,PD8057",PD7,,Science,Data Products,
DOSTA_ABCDJM_DCL,DICT410,,dosta_abcdjm_dcl_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD1005,PD312,PD940,PD941,PD942,PD943,PD944,PD945,PD946,PD947,PD948,PD949,PD2843,PD14",PD7,,Science,Data Products,
DOSTA_ABCDJM_DCL,DICT411,,dosta_abcdjm_dcl_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD1005,PD312,PD940,PD941,PD942,PD943,PD944,PD945,PD946,PD947,PD948,PD949,PD2843,PD14",PD7,,Science,Data Products,
SPKIR_ABJ_DCL,DICT412,,spkir_abj_dcl_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD1089,PD312,PD1091,PD1092,PD2319,PD1100,PD1101,PD1102,PD1103,PD2228,PD2766",PD7,,Science,Data Products,
SPKIR_ABJ_DCL,DICT413,,spkir_abj_dcl_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD1089,PD312,PD1091,PD1092,PD2319,PD1100,PD1101,PD1102,PD1103,PD2228,PD2766",PD7,,Science,Data Products,
PHSEN_ABCDEF,DICT414,,phsen_abcdef_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD355,PD356,PD932,PD933,PD357,PD358,PD935,PD938,PD2767",PD7,,Science,Data Products,
PHSEN_ABCDEF,DICT415,,phsen_abcdef_metadata,"PD7,PD10,PD11,PD12,PD16,PD863,PD355,PD356,PD366,PD367,PD368,PD369,PD370,PD371,PD372,PD373,PD374,PD2834,PD376,PD377,PD1113,PD1114,PD378,PD379,PD1115,PD1116,PD1117,PD358",PD7,,Engineering,Metadata,
PCO2W_ABC,DICT416,,pco2w_abc_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD355,PD356,PD357,PD358,PD359,PD930,PD931,PD926,PD927",PD7,,Science,Data Products,
PCO2W_ABC,DICT417,,pco2w_abc_instrument_blank,"PD7,PD10,PD11,PD12,PD16,PD863,PD355,PD356,PD2712,PD358,PD359,PD928,PD929,PD930",PD7,,Science,Data Products,
PCO2W_ABC,DICT418,,pco2w_abc_metadata,"PD7,PD10,PD11,PD12,PD16,PD863,PD355,PD356,PD366,PD367,PD368,PD369,PD370,PD371,PD372,PD373,PD374,PD2834,PD376,PD377,PD1113,PD1114,PD378,PD379,PD1115,PD1116,PD1117,PD358",PD7,,Engineering,Metadata,
PCO2W_ABC,DICT419,,pco2w_abc_power,"PD7,PD10,PD11,PD12,PD16,PD863,PD355,PD356",PD7,,Engineering,Power Data,
PCO2W_ABC_DCL,DICT420,,pco2w_abc_dcl_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD353,PD355,PD356,PD357,PD358,PD359,PD2228,PD930,PD931,PD926,PD927",PD7,,Science,Data Products,
PCO2W_ABC_DCL,DICT421,,pco2w_abc_dcl_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD353,PD355,PD356,PD357,PD358,PD359,PD2228,PD930,PD931,PD926,PD927",PD7,,Science,Data Products,
PCO2W_ABC_DCL,DICT422,,pco2w_abc_dcl_instrument_blank,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD353,PD355,PD356,PD2712,PD358,PD359,PD2228,PD928,PD929,PD930",PD7,,Science,Data Products,
PCO2W_ABC_DCL,DICT423,,pco2w_abc_dcl_instrument_blank_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD353,PD355,PD356,PD2712,PD358,PD359,PD2228,PD928,PD929,PD930",PD7,,Science,Data Products,
PCO2W_ABC_DCL,DICT424,,pco2w_abc_dcl_metadata,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD353,PD355,PD356,PD366,PD367,PD368,PD369,PD370,PD371,PD372,PD373,PD374,PD2834,PD376,PD377,PD1113,PD1114,PD378,PD379,PD1115,PD1116,PD1117,PD358,PD2228",PD7,,Engineering,Metadata,
PCO2W_ABC_DCL,DICT425,,pco2w_abc_dcl_metadata_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD353,PD355,PD356,PD366,PD367,PD368,PD369,PD370,PD371,PD372,PD373,PD374,PD2834,PD376,PD377,PD1113,PD1114,PD378,PD379,PD1115,PD1116,PD1117,PD358,PD2228",PD7,,Engineering,Metadata,
PCO2W_ABC_DCL,DICT426,,pco2w_abc_dcl_power,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD353,PD355,PD356,PD2228",PD7,,Engineering,Power Data,
PCO2W_ABC_DCL,DICT427,,pco2w_abc_dcl_power_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD353,PD355,PD356,PD2228",PD7,,Engineering,Power Data,
PHSEN_ABCDEF_DCL,DICT428,,phsen_abcdef_dcl_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD353,PD355,PD356,PD932,PD933,PD357,PD358,PD935,PD2228,PD938,PD3691,PD3692,PD2767",PD7,,Science,Data Products,
PHSEN_ABCDEF_DCL,DICT429,,phsen_abcdef_dcl_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD353,PD355,PD356,PD932,PD933,PD357,PD358,PD935,PD2228,PD938,PD3691,PD3692,PD2767",PD7,,Science,Data Products,
PHSEN_ABCDEF_DCL,DICT430,,phsen_abcdef_dcl_metadata,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD353,PD355,PD356,PD366,PD367,PD368,PD369,PD370,PD371,PD372,PD373,PD374,PD2834,PD376,PD377,PD1113,PD1114,PD378,PD379,PD1115,PD1116,PD1117,PD358,PD2228",PD7,,Engineering,Metadata,
PHSEN_ABCDEF_DCL,DICT431,,phsen_abcdef_dcl_metadata_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD353,PD355,PD356,PD366,PD367,PD368,PD369,PD370,PD371,PD372,PD373,PD374,PD2834,PD376,PD377,PD1113,PD1114,PD378,PD379,PD1115,PD1116,PD1117,PD358,PD2228",PD7,,Engineering,Metadata,
NUTNR_B_DCL_CONC,DICT432,,nutnr_b_dcl_conc_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD310,PD311,PD312,PD313,PD314,PD315,PD316,PD317,PD318,PD319",PD7,,Science,Data Products,
NUTNR_B_DCL_CONC,DICT433,,nutnr_b_dcl_conc_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD310,PD311,PD312,PD313,PD314,PD315,PD316,PD317,PD318,PD319",PD7,,Science,Data Products,
NUTNR_B_DCL_CONC,DICT434,,nutnr_b_dcl_conc_metadata,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD312,PD334,PD348,PD349,PD350,PD351,PD352",PD7,,Engineering,Metadata,
NUTNR_B_DCL_CONC,DICT435,,nutnr_b_dcl_conc_metadata_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD312,PD334,PD348,PD349,PD350,PD351,PD352",PD7,,Engineering,Metadata,
PRESF_ABC_DCL,DICT436,,presf_abc_dcl_tide_measurement,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD93,PD94,PD29,PD742,PD3250",PD7,,Science,Tide Measurement Data Products,
PRESF_ABC_DCL,DICT437,,presf_abc_dcl_tide_measurement_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD93,PD94,PD29,PD742,PD3250",PD7,,Science,Tide Measurement Data Products,
PRESF_ABC_DCL,DICT438,,presf_abc_dcl_wave_burst,"PD7,PD10,PD11,PD12,PD16,PD863,PD2709,PD2710,PD93,PD96,PD833,PD2810",PD7,,Science,Wave Burst Data Products,
PRESF_ABC_DCL,DICT439,,presf_abc_dcl_wave_burst_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2709,PD2710,PD93,PD96,PD833,PD2810",PD7,,Science,Wave Burst Data Products,
ADCPS_JLN_RECOVERED,DICT444,,adcps_jln_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD611,PD612,PD613,PD614,PD615,PD616,PD617,PD2070,PD2071,PD618,PD619,PD620,PD621,PD622,PD623,PD624,PD625,PD626,PD627,PD628,PD629,PD630,PD631,PD632,PD633,PD634,PD635,PD636,PD637,PD638,PD639,PD640,PD641,PD642,PD643,PD644,PD2021,PD645,PD646,PD647,PD648,PD649,PD650,PD651,PD652,PD653,PD654,PD655,PD656,PD657,PD658,PD659,PD660,PD312,PD662,PD664,PD877,PD785,PD666,PD667,PD668,PD669,PD670,PD671,PD672,PD673,PD674,PD675,PD676,PD677,PD678,PD679,PD680,PD681,PD682,PD683,PD684,PD685,PD686,PD687,PD688,PD689,PD690,PD691,PD692,PD693,PD694,PD695,PD696,PD697,PD698,PD699,PD700,PD701,PD702,PD703,PD704,PD705,PD706,PD707,PD708,PD709,PD710,PD711,PD1158,PD1157,PD714,PD715,PD716,PD717,PD719,PD720,PD721,PD722,PD724,PD725,PD726,PD727,PD729,PD730,PD731,PD732,PD2272,PD2273,PD3356,PD3357,PD2737,PD2738,PD2739,PD2740,PD8090",PD7,,Science,Data Products,
ADCPS_JLN_RECOVERED,DICT445,,adcps_jln_beam_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD611,PD612,PD613,PD614,PD615,PD616,PD617,PD2070,PD2071,PD618,PD619,PD620,PD621,PD622,PD623,PD624,PD625,PD626,PD627,PD628,PD629,PD630,PD631,PD632,PD633,PD634,PD635,PD636,PD637,PD638,PD639,PD640,PD641,PD642,PD643,PD644,PD2021,PD645,PD646,PD647,PD648,PD649,PD650,PD651,PD652,PD653,PD654,PD655,PD656,PD657,PD658,PD659,PD660,PD312,PD662,PD664,PD877,PD785,PD666,PD667,PD668,PD669,PD670,PD671,PD672,PD673,PD674,PD675,PD676,PD677,PD678,PD679,PD680,PD681,PD682,PD683,PD684,PD685,PD686,PD687,PD688,PD689,PD690,PD691,PD692,PD693,PD694,PD695,PD696,PD697,PD698,PD699,PD700,PD701,PD702,PD703,PD704,PD705,PD706,PD707,PD708,PD709,PD710,PD711,PD1158,PD1157,PD869,PD870,PD871,PD872,PD719,PD720,PD721,PD722,PD724,PD725,PD726,PD727,PD729,PD730,PD731,PD732,PD2737,PD2738,PD2739,PD2740,PD8090",PD7,,Science,Data Products,
PCO2A_A_DCL,DICT446,,pco2a_a_dcl_instrument_air_recovered,"PD7,PD10,PD11,PD12,PD16,PD93,PD842,PD992,PD993,PD994,PD996,PD997,PD998,PD999,PD1000,PD1001,PD1002,PD2605,PD2805,PD863",PD7,,Science,In-Air Data Products,
PCO2A_A_DCL,DICT447,,pco2a_a_dcl_instrument_water_recovered,"PD7,PD10,PD11,PD12,PD16,PD93,PD842,PD992,PD993,PD995,PD996,PD997,PD998,PD999,PD1000,PD1001,PD1003,PD2605,PD2805,PD863",PD7,,Science,In-Water Data Products,
PCO2A_A_DCL,DICT448,,pco2a_a_dcl_metadata,"PD7,PD10,PD11,PD12,PD16,PD132,PD133,PD863",PD7,,Engineering,Metadata,
PCO2A_A_DCL,DICT449,,pco2a_a_dcl_metadata_recovered,"PD7,PD10,PD11,PD12,PD16,PD132,PD133,PD863",PD7,,Engineering,Metadata,
CTDMO_GHQR,DICT450,,ctdmo_ghqr_imodem_metadata,"PD7,PD10,PD11,PD12,PD16,PD863,PD73,PD93,PD121,PD122,PD203,PD204,PD205,PD312,PD2806",PD7,,Engineering,Metadata,
CTDMO_GHQR,DICT451,,ctdmo_ghqr_imodem_metadata_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD73,PD93,PD121,PD122,PD203,PD204,PD205,PD312,PD2806",PD7,,Engineering,Metadata,
ADCPT_ACFGM_PD8_DCL,DICT452,,adcpt_acfgm_pd8_dcl_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD436,PD437,PD438,PD440,PD621,PD664,PD667,PD668,PD669,PD670,PD714,PD715,PD716,PD717,PD724,PD725,PD726,PD727,PD2807,PD2808,PD2809,PD1567,PD1568,PD960,PD961,PD2769,PD2770,PD2771,PD2772",PD7,,Science,PD8 Format Data Products,
ADCPT_ACFGM_PD8_DCL,DICT453,,adcpt_acfgm_pd8_dcl_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD436,PD437,PD438,PD440,PD621,PD664,PD667,PD668,PD669,PD670,PD714,PD715,PD716,PD717,PD724,PD725,PD726,PD727,PD2807,PD2808,PD2809,PD1567,PD1568,PD960,PD961,PD2769,PD2770,PD2771,PD2772",PD7,,Science,PD8 Format Data Products,
OPTAA_DJ_DCL,DICT456,,optaa_dj_dcl_instrument,"PD7,PD10,PD11,PD12,PD16,PD19,PD20,PD863,PD586,PD587,PD588,PD589,PD590,PD591,PD592,PD593,PD594,PD595,PD596,PD597,PD598,PD8080,PD8081,PD8082",PD7,,Science,Data Products,
OPTAA_DJ_DCL,DICT457,,optaa_dj_dcl_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD19,PD20,PD863,PD586,PD587,PD588,PD589,PD590,PD591,PD592,PD593,PD594,PD595,PD596,PD597,PD598,PD8080,PD8081,PD8082",PD7,,Science,Data Products,
OPTAA_DJ_DCL,DICT458,,optaa_dj_dcl_metadata,"PD7,PD10,PD11,PD12,PD16,PD863,PD2318,PD584,PD585,PD312",PD7,,Engineering,Metadata,
OPTAA_DJ_DCL,DICT459,,optaa_dj_dcl_metadata_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2318,PD584,PD585,PD312",PD7,,Engineering,Metadata,
WAVSS_A_DCL,DICT460,,wavss_a_dcl_non_directional,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD1136,PD1137,PD312,PD2787,PD2788,PD2789,PD2790,PD2825",PD7,,Science,Non Directional Data Products,
WAVSS_A_DCL,DICT461,,wavss_a_dcl_non_directional_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD1136,PD1137,PD312,PD2787,PD2788,PD2789,PD2790,PD2825",PD7,,Science,Non Directional Data Products,
WAVSS_A_DCL,DICT463,,wavss_a_dcl_mean_directional,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD1136,PD1137,PD312,PD2787,PD2788,PD2789,PD2785,PD2814,PD2791,PD2792,PD2793,PD2824,PD2827,PD2828",PD7,,Science,Mean Directional Data Products,
WAVSS_A_DCL,DICT464,,wavss_a_dcl_mean_directional_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD1136,PD1137,PD312,PD2787,PD2788,PD2789,PD2785,PD2814,PD2791,PD2792,PD2793,PD2824,PD2827,PD2828",PD7,,Science,Mean Directional Data Products,
